"measure","tp","pred","pearson_cor","spearman_rho","kendall_tau","pearson_p","spearman_p","kendall_p","pearson_sig","spearman_sig","kendall_sig"
"SWMBE12","B30","boundlessMean",0.005,0.004,0.076,0.989,0.991,0.731,"","",""
"SWMBE12","B30","anxiousEgoMean",0.031,0.154,0.076,0.924,0.632,0.731,"","",""
"SWMBE12","B30","visionaryMean",-0.134,-0.165,-0.107,0.677,0.609,0.63,"","",""
"SWMBE12","B7","age",0.079,0.014,0,0.807,0.965,1,"","",""
"SWMBE12","B7","LED",-0.306,-0.462,-0.353,0.424,0.211,0.201,"","",""
"SWMBE12","B7","severity",0.287,0.249,0.185,0.366,0.435,0.408,"","",""
"SWMBE12","B7","fivedasc_util_total",0.184,0.067,0.092,0.568,0.837,0.679,"","",""
"SWMBE12","B7","fivedasc_sprit_total",0.163,0.074,0.123,0.612,0.82,0.582,"","",""
"SWMBE12","B7","fivedasc_bliss_total",0.213,0.021,0.031,0.506,0.948,0.89,"","",""
"SWMBE12","B7","fivedasc_insight_total",0.273,0.105,0.123,0.39,0.745,0.582,"","",""
"SWMBE12","B7","fivedasc_dis_total",0.538,0.47,0.369,0.071,0.123,0.098,"","",""
"SWMBE12","B7","fivedasc_imp_total",0.133,0.105,0.092,0.68,0.745,0.679,"","",""
"SWMBE12","B7","fivedasc_anx_total",0.14,0.007,0,0.665,0.983,1,"","",""
"SWMBE12","B7","fivedasc_cimg_total",0.22,-0.269,-0.233,0.492,0.398,0.3,"","",""
"SWMBE12","B7","fivedasc_eimg_total",0.033,-0.211,-0.123,0.92,0.511,0.582,"","",""
"SWMBE12","B7","fivedasc_av_total",-0.199,-0.295,-0.215,0.536,0.352,0.335,"","",""
"SWMBE12","B7","fivedasc_per_total",0.229,0.256,0.185,0.474,0.422,0.408,"","",""
"SWMBE12","B7","boundlessMean",0.213,0.046,0.062,0.507,0.888,0.783,"","",""
"SWMBE12","B7","anxiousEgoMean",0.508,0.27,0.215,0.092,0.396,0.335,"","",""
"SWMBE12","B7","visionaryMean",0.084,-0.123,-0.092,0.795,0.704,0.679,"","",""
"SWMBE12","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","A7","age",-0.238,-0.124,-0.088,0.456,0.702,0.711,"","",""
"SWMBE4","A7","LED",0.098,0.048,0.063,0.802,0.903,0.827,"","",""
"SWMBE4","A7","severity",-0.227,-0.109,-0.053,0.478,0.737,0.824,"","",""
"SWMBE4","A7","fivedasc_util_total",0.297,0.375,0.299,0.349,0.23,0.208,"","",""
"SWMBE4","A7","fivedasc_sprit_total",0.226,0.296,0.264,0.48,0.35,0.267,"","",""
"SWMBE4","A7","fivedasc_bliss_total",0.338,0.457,0.334,0.282,0.135,0.159,"","",""
"SWMBE4","A7","fivedasc_insight_total",0.075,0.341,0.264,0.816,0.278,0.267,"","",""
"SWMBE4","A7","fivedasc_dis_total",0.07,0.127,0.123,0.828,0.693,0.604,"","",""
"SWMBE4","A7","fivedasc_imp_total",0.129,0.026,0.018,0.69,0.936,0.941,"","",""
"SWMBE4","A7","fivedasc_anx_total",0.071,0.011,-0.018,0.828,0.972,0.941,"","",""
"SWMBE4","A7","fivedasc_cimg_total",0.636,0.627,0.532,0.026,0.029,0.026,"*","*","*"
"SWMBE4","A7","fivedasc_eimg_total",-0.098,0.075,0.018,0.761,0.817,0.941,"","",""
"SWMBE4","A7","fivedasc_av_total",0.285,0.465,0.299,0.369,0.128,0.208,"","",""
"SWMBE4","A7","fivedasc_per_total",0.354,0.416,0.334,0.26,0.179,0.159,"","",""
"SWMBE4","A7","boundlessMean",0.244,0.405,0.334,0.444,0.192,0.159,"","",""
"SWMBE4","A7","anxiousEgoMean",0.134,0.199,0.158,0.678,0.536,0.505,"","",""
"SWMBE4","A7","visionaryMean",0.36,0.491,0.334,0.251,0.105,0.159,"","",""
"SWMBE4","B30","age",-0.63,-0.655,-0.51,0.028,0.021,0.034,"*","*","*"
"SWMBE4","B30","LED",0.559,0.547,0.461,0.118,0.127,0.115,"","",""
"SWMBE4","B30","severity",-0.482,-0.5,-0.369,0.113,0.098,0.124,"","",""
"SWMBE4","B30","fivedasc_util_total",0.297,0.2,0.158,0.349,0.533,0.51,"","",""
"SWMBE4","B30","fivedasc_sprit_total",0.271,0.167,0.123,0.394,0.605,0.608,"","",""
"SWMBE4","B30","fivedasc_bliss_total",0.227,0.133,0.123,0.479,0.68,0.608,"","",""
"SWMBE4","B30","fivedasc_insight_total",0.132,0.033,0.053,0.683,0.918,0.826,"","",""
"SWMBE4","B30","fivedasc_dis_total",0.31,0.278,0.229,0.327,0.382,0.341,"","",""
"SWMBE4","B30","fivedasc_imp_total",0.368,0.389,0.299,0.239,0.212,0.213,"","",""
"SWMBE4","B30","fivedasc_anx_total",0.243,0.289,0.229,0.447,0.363,0.341,"","",""
"SWMBE4","B30","fivedasc_cimg_total",0.441,0.445,0.301,0.151,0.147,0.212,"","",""
"SWMBE4","B30","fivedasc_eimg_total",-0.268,-0.189,-0.193,0.4,0.557,0.42,"","",""
"SWMBE4","B30","fivedasc_av_total",0.228,0.222,0.158,0.476,0.488,0.51,"","",""
"SWMBE4","B30","fivedasc_per_total",0.419,0.189,0.158,0.175,0.557,0.51,"","",""
"SWMBE4","B30","boundlessMean",0.238,0.2,0.158,0.456,0.533,0.51,"","",""
"SWMBE4","B30","anxiousEgoMean",0.481,0.467,0.334,0.113,0.126,0.164,"","",""
"SWMBE4","B30","visionaryMean",0.245,0.211,0.193,0.443,0.51,0.42,"","",""
"SWMBE4","B7","age",-0.622,-0.639,-0.49,0.031,0.025,0.037,"*","*","*"
"SWMBE4","B7","LED",0.377,0.469,0.356,0.317,0.202,0.219,"","",""
"SWMBE4","B7","severity",-0.468,-0.454,-0.321,0.125,0.138,0.173,"","",""
"SWMBE4","B7","fivedasc_util_total",0.216,0.171,0.118,0.499,0.596,0.616,"","",""
"SWMBE4","B7","fivedasc_sprit_total",0.194,0.142,0.118,0.546,0.661,0.616,"","",""
"SWMBE4","B7","fivedasc_bliss_total",0.167,0.134,0.118,0.603,0.677,0.616,"","",""
"SWMBE4","B7","fivedasc_insight_total",0.061,0.065,0.085,0.85,0.84,0.72,"","",""
"SWMBE4","B7","fivedasc_dis_total",0.209,0.24,0.22,0.514,0.453,0.351,"","",""
"SWMBE4","B7","fivedasc_imp_total",0.309,0.331,0.22,0.328,0.294,0.351,"","",""
"SWMBE4","B7","fivedasc_anx_total",0.229,0.243,0.186,0.474,0.446,0.43,"","",""
"SWMBE4","B7","fivedasc_cimg_total",0.52,0.506,0.392,0.083,0.093,0.098,"","",""
"SWMBE4","B7","fivedasc_eimg_total",-0.212,-0.105,-0.152,0.508,0.745,0.519,"","",""
"SWMBE4","B7","fivedasc_av_total",0.244,0.269,0.186,0.445,0.398,0.43,"","",""
"SWMBE4","B7","fivedasc_per_total",0.389,0.196,0.152,0.211,0.541,0.519,"","",""
"SWMBE4","B7","boundlessMean",0.165,0.189,0.152,0.609,0.557,0.519,"","",""
"SWMBE4","B7","anxiousEgoMean",0.379,0.385,0.254,0.224,0.216,0.282,"","",""
"SWMBE4","B7","visionaryMean",0.283,0.276,0.22,0.373,0.385,0.351,"","",""
"SWMBE4","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE4","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","A7","age",0.341,0.301,0.212,0.278,0.342,0.381,"","",""
"SWMBE468","A7","LED",0.373,0.203,0.203,0.323,0.601,0.458,"","",""
"SWMBE468","A7","severity",-0.066,0.007,-0.03,0.839,0.991,0.947,"","",""
"SWMBE468","A7","fivedasc_util_total",0.365,0.378,0.212,0.244,0.227,0.381,"","",""
"SWMBE468","A7","fivedasc_sprit_total",0.495,0.441,0.273,0.102,0.154,0.25,"","",""
"SWMBE468","A7","fivedasc_bliss_total",0.425,0.448,0.273,0.169,0.147,0.25,"","",""
"SWMBE468","A7","fivedasc_insight_total",0.389,0.322,0.182,0.211,0.308,0.459,"","",""
"SWMBE468","A7","fivedasc_dis_total",0.4,0.364,0.273,0.198,0.246,0.25,"","",""
"SWMBE468","A7","fivedasc_imp_total",-0.031,-0.042,0,0.923,0.904,1,"","",""
"SWMBE468","A7","fivedasc_anx_total",0.4,0.35,0.212,0.197,0.266,0.381,"","",""
"SWMBE468","A7","fivedasc_cimg_total",0.43,0.441,0.351,0.163,0.151,0.114,"","",""
"SWMBE468","A7","fivedasc_eimg_total",-0.366,-0.217,-0.152,0.242,0.499,0.545,"","",""
"SWMBE468","A7","fivedasc_av_total",-0.218,-0.147,-0.091,0.495,0.651,0.737,"","",""
"SWMBE468","A7","fivedasc_per_total",0.212,0.329,0.182,0.508,0.297,0.459,"","",""
"SWMBE468","A7","boundlessMean",0.43,0.399,0.242,0.163,0.201,0.311,"","",""
"SWMBE468","A7","anxiousEgoMean",0.47,0.629,0.606,0.123,0.032,0.005,"","*","**"
"SWMBE468","A7","visionaryMean",-0.029,0.091,0.03,0.928,0.783,0.947,"","",""
"SWMBE468","B30","age",0.105,0.172,0.14,0.746,0.592,0.534,"","",""
"SWMBE468","B30","LED",0.143,0.093,0.059,0.713,0.811,0.831,"","",""
"SWMBE468","B30","severity",-0.347,-0.32,-0.233,0.269,0.311,0.3,"","",""
"SWMBE468","B30","fivedasc_util_total",-0.159,-0.19,-0.202,0.622,0.555,0.369,"","",""
"SWMBE468","B30","fivedasc_sprit_total",-0.027,-0.095,-0.109,0.934,0.769,0.629,"","",""
"SWMBE468","B30","fivedasc_bliss_total",-0.107,-0.169,-0.14,0.741,0.6,0.534,"","",""
"SWMBE468","B30","fivedasc_insight_total",-0.135,-0.264,-0.233,0.676,0.408,0.3,"","",""
"SWMBE468","B30","fivedasc_dis_total",-0.195,-0.077,-0.016,0.545,0.811,0.945,"","",""
"SWMBE468","B30","fivedasc_imp_total",0.125,0.137,0.078,0.698,0.671,0.73,"","",""
"SWMBE468","B30","fivedasc_anx_total",0.606,0.555,0.45,0.037,0.061,0.045,"*","","*"
"SWMBE468","B30","fivedasc_cimg_total",0.409,0.417,0.375,0.187,0.177,0.097,"","",""
"SWMBE468","B30","fivedasc_eimg_total",-0.383,-0.309,-0.233,0.219,0.328,0.3,"","",""
"SWMBE468","B30","fivedasc_av_total",-0.274,-0.264,-0.202,0.389,0.408,0.369,"","",""
"SWMBE468","B30","fivedasc_per_total",-0.311,-0.225,-0.171,0.324,0.482,0.447,"","",""
"SWMBE468","B30","boundlessMean",-0.109,-0.165,-0.171,0.737,0.608,0.447,"","",""
"SWMBE468","B30","anxiousEgoMean",0.197,0.425,0.264,0.54,0.168,0.24,"","",""
"SWMBE468","B30","visionaryMean",-0.251,-0.186,-0.171,0.431,0.562,0.447,"","",""
"SWMBE468","B7","age",0.158,0.035,0.047,0.624,0.913,0.835,"","",""
"SWMBE468","B7","LED",0.147,-0.009,-0.061,0.707,0.983,0.829,"","",""
"SWMBE468","B7","severity",-0.318,-0.247,-0.173,0.314,0.438,0.445,"","",""
"SWMBE468","B7","fivedasc_util_total",0.312,0.396,0.299,0.323,0.203,0.187,"","",""
"SWMBE468","B7","fivedasc_sprit_total",0.322,0.357,0.299,0.308,0.255,0.187,"","",""
"SWMBE468","B7","fivedasc_bliss_total",0.351,0.452,0.362,0.264,0.14,0.11,"","",""
"SWMBE468","B7","fivedasc_insight_total",0.242,0.35,0.268,0.449,0.265,0.237,"","",""
"SWMBE468","B7","fivedasc_dis_total",0.305,0.332,0.362,0.334,0.291,0.11,"","",""
"SWMBE468","B7","fivedasc_imp_total",-0.045,-0.254,-0.236,0.889,0.425,0.297,"","",""
"SWMBE468","B7","fivedasc_anx_total",0.311,0.049,0.047,0.325,0.879,0.835,"","",""
"SWMBE468","B7","fivedasc_cimg_total",0.558,0.442,0.334,0.059,0.15,0.144,"","",""
"SWMBE468","B7","fivedasc_eimg_total",-0.157,-0.166,-0.173,0.626,0.606,0.445,"","",""
"SWMBE468","B7","fivedasc_av_total",-0.024,0.095,0.016,0.94,0.768,0.945,"","",""
"SWMBE468","B7","fivedasc_per_total",0.343,0.435,0.331,0.275,0.158,0.144,"","",""
"SWMBE468","B7","boundlessMean",0.316,0.413,0.331,0.317,0.182,0.144,"","",""
"SWMBE468","B7","anxiousEgoMean",0.353,0.339,0.205,0.26,0.281,0.366,"","",""
"SWMBE468","B7","visionaryMean",0.203,0.371,0.268,0.527,0.235,0.237,"","",""
"SWMBE468","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE468","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","A7","age",0.014,-0.152,-0.032,0.966,0.637,0.889,"","",""
"SWMBE6","A7","LED",0.428,0.381,0.313,0.25,0.312,0.275,"","",""
"SWMBE6","A7","severity",-0.262,-0.35,-0.286,0.411,0.264,0.21,"","",""
"SWMBE6","A7","fivedasc_util_total",0.372,0.262,0.159,0.233,0.411,0.486,"","",""
"SWMBE6","A7","fivedasc_sprit_total",0.468,0.297,0.222,0.125,0.348,0.329,"","",""
"SWMBE6","A7","fivedasc_bliss_total",0.382,0.28,0.222,0.22,0.379,0.329,"","",""
"SWMBE6","A7","fivedasc_insight_total",0.456,0.156,0.127,0.137,0.629,0.577,"","",""
"SWMBE6","A7","fivedasc_dis_total",0.341,0.333,0.286,0.278,0.291,0.21,"","",""
"SWMBE6","A7","fivedasc_imp_total",0.177,0.188,0.095,0.583,0.559,0.676,"","",""
"SWMBE6","A7","fivedasc_anx_total",0.513,0.552,0.413,0.088,0.063,0.07,"","",""
"SWMBE6","A7","fivedasc_cimg_total",0.615,0.585,0.432,0.033,0.046,0.059,"*","*",""
"SWMBE6","A7","fivedasc_eimg_total",-0.239,-0.181,-0.127,0.454,0.574,0.577,"","",""
"SWMBE6","A7","fivedasc_av_total",-0.091,-0.127,-0.159,0.779,0.693,0.486,"","",""
"SWMBE6","A7","fivedasc_per_total",0.266,0.152,0.159,0.404,0.637,0.486,"","",""
"SWMBE6","A7","boundlessMean",0.429,0.273,0.191,0.164,0.391,0.403,"","",""
"SWMBE6","A7","anxiousEgoMean",0.56,0.729,0.604,0.058,0.007,0.008,"","**","**"
"SWMBE6","A7","visionaryMean",0.134,0.142,0.095,0.677,0.661,0.676,"","",""
"SWMBE6","B30","age",0.116,0.086,0.032,0.72,0.791,0.888,"","",""
"SWMBE6","B30","LED",0.082,-0.034,-0.061,0.833,0.93,0.829,"","",""
"SWMBE6","B30","severity",-0.039,-0.071,-0.065,0.905,0.825,0.778,"","",""
"SWMBE6","B30","fivedasc_util_total",0.488,0.382,0.291,0.107,0.22,0.205,"","",""
"SWMBE6","B30","fivedasc_sprit_total",0.546,0.411,0.323,0.066,0.185,0.159,"","",""
"SWMBE6","B30","fivedasc_bliss_total",0.54,0.464,0.356,0.07,0.128,0.122,"","",""
"SWMBE6","B30","fivedasc_insight_total",0.548,0.382,0.259,0.065,0.22,0.26,"","",""
"SWMBE6","B30","fivedasc_dis_total",0.447,0.343,0.323,0.145,0.275,0.159,"","",""
"SWMBE6","B30","fivedasc_imp_total",-0.024,-0.129,-0.097,0.94,0.69,0.673,"","",""
"SWMBE6","B30","fivedasc_anx_total",0.327,0.25,0.226,0.3,0.433,0.325,"","",""
"SWMBE6","B30","fivedasc_cimg_total",0.646,0.626,0.521,0.023,0.029,0.024,"*","*","*"
"SWMBE6","B30","fivedasc_eimg_total",-0.057,-0.036,-0.065,0.861,0.912,0.778,"","",""
"SWMBE6","B30","fivedasc_av_total",0.021,0.068,0.065,0.949,0.834,0.778,"","",""
"SWMBE6","B30","fivedasc_per_total",0.378,0.364,0.291,0.225,0.244,0.205,"","",""
"SWMBE6","B30","boundlessMean",0.544,0.422,0.323,0.067,0.172,0.159,"","",""
"SWMBE6","B30","anxiousEgoMean",0.471,0.493,0.42,0.122,0.103,0.067,"","",""
"SWMBE6","B30","visionaryMean",0.294,0.336,0.259,0.353,0.286,0.26,"","",""
"SWMBE6","B7","age",-0.008,-0.165,-0.154,0.981,0.609,0.491,"","",""
"SWMBE6","B7","LED",0.113,-0.013,0,0.771,0.974,1,"","",""
"SWMBE6","B7","severity",-0.231,-0.347,-0.246,0.469,0.269,0.27,"","",""
"SWMBE6","B7","fivedasc_util_total",0.504,0.396,0.277,0.095,0.202,0.215,"","",""
"SWMBE6","B7","fivedasc_sprit_total",0.491,0.337,0.215,0.105,0.284,0.335,"","",""
"SWMBE6","B7","fivedasc_bliss_total",0.499,0.407,0.277,0.098,0.189,0.215,"","",""
"SWMBE6","B7","fivedasc_insight_total",0.556,0.316,0.185,0.061,0.317,0.408,"","",""
"SWMBE6","B7","fivedasc_dis_total",0.357,0.302,0.215,0.254,0.34,0.335,"","",""
"SWMBE6","B7","fivedasc_imp_total",-0.117,-0.182,-0.123,0.718,0.57,0.582,"","",""
"SWMBE6","B7","fivedasc_anx_total",0.195,0.168,0.215,0.543,0.601,0.335,"","",""
"SWMBE6","B7","fivedasc_cimg_total",0.521,0.453,0.326,0.082,0.139,0.147,"","",""
"SWMBE6","B7","fivedasc_eimg_total",0.062,-0.004,-0.031,0.848,0.991,0.89,"","",""
"SWMBE6","B7","fivedasc_av_total",0.128,0.123,0.092,0.692,0.704,0.679,"","",""
"SWMBE6","B7","fivedasc_per_total",0.403,0.309,0.246,0.194,0.329,0.27,"","",""
"SWMBE6","B7","boundlessMean",0.524,0.386,0.246,0.08,0.215,0.27,"","",""
"SWMBE6","B7","anxiousEgoMean",0.309,0.404,0.339,0.329,0.193,0.13,"","",""
"SWMBE6","B7","visionaryMean",0.354,0.428,0.339,0.259,0.165,0.13,"","",""
"SWMBE6","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE6","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","A7","age",0.604,0.439,0.337,0.037,0.154,0.141,"*","",""
"SWMBE8","A7","LED",0.275,0.261,0.226,0.474,0.497,0.434,"","",""
"SWMBE8","A7","severity",0.158,0.235,0.144,0.624,0.462,0.528,"","",""
"SWMBE8","A7","fivedasc_util_total",0.221,0.3,0.24,0.489,0.344,0.292,"","",""
"SWMBE8","A7","fivedasc_sprit_total",0.377,0.431,0.369,0.227,0.161,0.106,"","",""
"SWMBE8","A7","fivedasc_bliss_total",0.3,0.357,0.304,0.343,0.255,0.182,"","",""
"SWMBE8","A7","fivedasc_insight_total",0.256,0.278,0.208,0.422,0.381,0.362,"","",""
"SWMBE8","A7","fivedasc_dis_total",0.363,0.303,0.272,0.246,0.338,0.233,"","",""
"SWMBE8","A7","fivedasc_imp_total",-0.222,-0.089,-0.048,0.487,0.783,0.833,"","",""
"SWMBE8","A7","fivedasc_anx_total",0.23,0.267,0.208,0.472,0.401,0.362,"","",""
"SWMBE8","A7","fivedasc_cimg_total",0.047,0.266,0.194,0.883,0.403,0.399,"","",""
"SWMBE8","A7","fivedasc_eimg_total",-0.38,-0.225,-0.208,0.223,0.483,0.362,"","",""
"SWMBE8","A7","fivedasc_av_total",-0.359,-0.182,-0.08,0.252,0.572,0.726,"","",""
"SWMBE8","A7","fivedasc_per_total",0.043,0.26,0.176,0.896,0.414,0.44,"","",""
"SWMBE8","A7","boundlessMean",0.297,0.332,0.272,0.348,0.292,0.233,"","",""
"SWMBE8","A7","anxiousEgoMean",0.289,0.513,0.401,0.362,0.088,0.079,"","",""
"SWMBE8","A7","visionaryMean",-0.248,-0.078,0.016,0.438,0.809,0.944,"","",""
"SWMBE8","B30","age",0.221,0.281,0.185,0.49,0.377,0.408,"","",""
"SWMBE8","B30","LED",-0.054,-0.038,-0.03,0.89,0.922,0.915,"","",""
"SWMBE8","B30","severity",-0.267,-0.449,-0.339,0.402,0.143,0.13,"","",""
"SWMBE8","B30","fivedasc_util_total",-0.584,-0.589,-0.462,0.046,0.044,0.039,"*","*","*"
"SWMBE8","B30","fivedasc_sprit_total",-0.454,-0.512,-0.4,0.138,0.089,0.073,"","",""
"SWMBE8","B30","fivedasc_bliss_total",-0.536,-0.579,-0.4,0.073,0.049,0.073,"","*",""
"SWMBE8","B30","fivedasc_insight_total",-0.549,-0.642,-0.492,0.065,0.024,0.027,"","*","*"
"SWMBE8","B30","fivedasc_dis_total",-0.604,-0.509,-0.4,0.038,0.091,0.073,"*","",""
"SWMBE8","B30","fivedasc_imp_total",0.069,-0.007,0,0.831,0.983,1,"","",""
"SWMBE8","B30","fivedasc_anx_total",0.46,0.309,0.215,0.132,0.329,0.335,"","",""
"SWMBE8","B30","fivedasc_cimg_total",-0.036,-0.011,0.016,0.912,0.974,0.945,"","",""
"SWMBE8","B30","fivedasc_eimg_total",-0.357,-0.435,-0.277,0.255,0.157,0.215,"","",""
"SWMBE8","B30","fivedasc_av_total",-0.406,-0.435,-0.277,0.19,0.157,0.215,"","",""
"SWMBE8","B30","fivedasc_per_total",-0.731,-0.596,-0.431,0.007,0.041,0.054,"**","*",""
"SWMBE8","B30","boundlessMean",-0.543,-0.572,-0.431,0.068,0.052,0.054,"","",""
"SWMBE8","B30","anxiousEgoMean",-0.191,-0.109,-0.092,0.551,0.736,0.679,"","",""
"SWMBE8","B30","visionaryMean",-0.558,-0.477,-0.339,0.06,0.117,0.13,"","",""
"SWMBE8","B7","age",0.376,0.321,0.25,0.228,0.309,0.267,"","",""
"SWMBE8","B7","LED",0.08,0.127,0.059,0.838,0.744,0.831,"","",""
"SWMBE8","B7","severity",-0.236,-0.095,-0.063,0.461,0.768,0.782,"","",""
"SWMBE8","B7","fivedasc_util_total",0.149,0.342,0.281,0.645,0.276,0.212,"","",""
"SWMBE8","B7","fivedasc_sprit_total",0.174,0.342,0.281,0.588,0.276,0.212,"","",""
"SWMBE8","B7","fivedasc_bliss_total",0.218,0.427,0.344,0.496,0.166,0.127,"","",""
