"measure","tp","pred","pearson_cor","spearman_rho","kendall_tau","pearson_p","spearman_p","kendall_p","pearson_sig","spearman_sig","kendall_sig"
"Z_PAL","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","A7","age",0.107,-0.077,-0.061,0.741,0.817,0.841,"","",""
"Z_RTI","A7","LED",0.466,0.447,0.319,0.206,0.227,0.244,"","",""
"Z_RTI","A7","severity",0.085,0.119,0.061,0.793,0.716,0.841,"","",""
"Z_RTI","A7","fivedasc_util_total",0.421,0.476,0.364,0.173,0.121,0.116,"","",""
"Z_RTI","A7","fivedasc_sprit_total",0.396,0.483,0.364,0.202,0.115,0.116,"","",""
"Z_RTI","A7","fivedasc_bliss_total",0.353,0.42,0.303,0.26,0.177,0.197,"","",""
"Z_RTI","A7","fivedasc_insight_total",0.269,0.357,0.273,0.398,0.256,0.25,"","",""
"Z_RTI","A7","fivedasc_dis_total",0.506,0.497,0.303,0.093,0.104,0.197,"","",""
"Z_RTI","A7","fivedasc_imp_total",-0.117,-0.119,-0.091,0.718,0.716,0.737,"","",""
"Z_RTI","A7","fivedasc_anx_total",-0.374,-0.35,-0.242,0.231,0.266,0.311,"","",""
"Z_RTI","A7","fivedasc_cimg_total",-0.379,-0.343,-0.229,0.225,0.275,0.303,"","",""
"Z_RTI","A7","fivedasc_eimg_total",-0.333,-0.406,-0.242,0.29,0.193,0.311,"","",""
"Z_RTI","A7","fivedasc_av_total",-0.045,-0.07,-0.061,0.888,0.834,0.841,"","",""
"Z_RTI","A7","fivedasc_per_total",0.418,0.483,0.333,0.176,0.115,0.153,"","",""
"Z_RTI","A7","boundlessMean",0.37,0.462,0.333,0.237,0.134,0.153,"","",""
"Z_RTI","A7","anxiousEgoMean",0.143,0.126,0.091,0.657,0.7,0.737,"","",""
"Z_RTI","A7","visionaryMean",-0.096,-0.084,0.061,0.768,0.8,0.841,"","",""
"Z_RTI","B30","age",-0.111,-0.413,-0.303,0.731,0.184,0.197,"","",""
"Z_RTI","B30","LED",0.216,0.338,0.261,0.577,0.374,0.34,"","",""
"Z_RTI","B30","severity",-0.308,-0.531,-0.364,0.33,0.079,0.116,"","",""
"Z_RTI","B30","fivedasc_util_total",0.138,-0.063,-0.061,0.668,0.852,0.841,"","",""
"Z_RTI","B30","fivedasc_sprit_total",0.156,0,0,0.628,1,1,"","",""
"Z_RTI","B30","fivedasc_bliss_total",0.061,-0.14,-0.121,0.852,0.667,0.638,"","",""
"Z_RTI","B30","fivedasc_insight_total",0.109,-0.175,-0.152,0.735,0.588,0.545,"","",""
"Z_RTI","B30","fivedasc_dis_total",0.315,0.238,0.121,0.318,0.457,0.638,"","",""
"Z_RTI","B30","fivedasc_imp_total",-0.085,0.007,0.03,0.792,0.991,0.947,"","",""
"Z_RTI","B30","fivedasc_anx_total",-0.045,0.077,0,0.89,0.817,1,"","",""
"Z_RTI","B30","fivedasc_cimg_total",0.088,-0.021,-0.015,0.786,0.948,0.945,"","",""
"Z_RTI","B30","fivedasc_eimg_total",-0.387,-0.552,-0.424,0.213,0.067,0.063,"","",""
"Z_RTI","B30","fivedasc_av_total",-0.2,-0.343,-0.242,0.533,0.276,0.311,"","",""
"Z_RTI","B30","fivedasc_per_total",0.38,-0.07,-0.03,0.223,0.834,0.947,"","",""
"Z_RTI","B30","boundlessMean",0.118,-0.042,-0.03,0.716,0.904,0.947,"","",""
"Z_RTI","B30","anxiousEgoMean",0.175,0.161,0.091,0.587,0.619,0.737,"","",""
"Z_RTI","B30","visionaryMean",-0.061,-0.231,-0.182,0.85,0.471,0.459,"","",""
"Z_RTI","B7","age",0.078,0.028,0.03,0.811,0.939,0.947,"","",""
"Z_RTI","B7","LED",0.212,0.304,0.319,0.583,0.427,0.244,"","",""
"Z_RTI","B7","severity",-0.1,-0.161,-0.091,0.757,0.619,0.737,"","",""
"Z_RTI","B7","fivedasc_util_total",0.196,0.133,0.091,0.542,0.683,0.737,"","",""
"Z_RTI","B7","fivedasc_sprit_total",0.228,0.175,0.152,0.475,0.588,0.545,"","",""
"Z_RTI","B7","fivedasc_bliss_total",0.178,0.126,0.091,0.58,0.7,0.737,"","",""
"Z_RTI","B7","fivedasc_insight_total",0.055,0.035,0,0.866,0.921,1,"","",""
"Z_RTI","B7","fivedasc_dis_total",0.388,0.378,0.273,0.212,0.227,0.25,"","",""
"Z_RTI","B7","fivedasc_imp_total",-0.031,0.007,0.061,0.923,0.991,0.841,"","",""
"Z_RTI","B7","fivedasc_anx_total",-0.076,-0.021,-0.03,0.814,0.956,0.947,"","",""
"Z_RTI","B7","fivedasc_cimg_total",0.17,-0.025,-0.015,0.598,0.94,0.945,"","",""
"Z_RTI","B7","fivedasc_eimg_total",-0.559,-0.552,-0.394,0.059,0.067,0.086,"","",""
"Z_RTI","B7","fivedasc_av_total",-0.266,-0.315,-0.273,0.403,0.319,0.25,"","",""
"Z_RTI","B7","fivedasc_per_total",0.393,0.203,0.121,0.206,0.528,0.638,"","",""
"Z_RTI","B7","boundlessMean",0.17,0.154,0.121,0.597,0.635,0.638,"","",""
"Z_RTI","B7","anxiousEgoMean",0.233,0.224,0.182,0.465,0.485,0.459,"","",""
"Z_RTI","B7","visionaryMean",-0.125,-0.217,-0.212,0.698,0.499,0.381,"","",""
"Z_RTI","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_RTI","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","A7","age",0.231,0.203,0.182,0.469,0.528,0.459,"","",""
"Z_SWM","A7","LED",0.293,0.143,0.145,0.445,0.713,0.596,"","",""
"Z_SWM","A7","severity",-0.035,-0.119,-0.121,0.915,0.716,0.638,"","",""
"Z_SWM","A7","fivedasc_util_total",0.407,0.252,0.121,0.189,0.43,0.638,"","",""
"Z_SWM","A7","fivedasc_sprit_total",0.485,0.28,0.182,0.11,0.379,0.459,"","",""
"Z_SWM","A7","fivedasc_bliss_total",0.468,0.315,0.182,0.125,0.319,0.459,"","",""
"Z_SWM","A7","fivedasc_insight_total",0.397,0.154,0.091,0.201,0.635,0.737,"","",""
"Z_SWM","A7","fivedasc_dis_total",0.406,0.245,0.182,0.191,0.444,0.459,"","",""
"Z_SWM","A7","fivedasc_imp_total",0.155,0.133,0.091,0.63,0.683,0.737,"","",""
"Z_SWM","A7","fivedasc_anx_total",0.421,0.448,0.303,0.173,0.147,0.197,"","",""
"Z_SWM","A7","fivedasc_cimg_total",0.592,0.536,0.443,0.043,0.073,0.046,"*","","*"
"Z_SWM","A7","fivedasc_eimg_total",-0.325,-0.273,-0.182,0.303,0.391,0.459,"","",""
"Z_SWM","A7","fivedasc_av_total",-0.168,-0.147,-0.121,0.602,0.651,0.638,"","",""
"Z_SWM","A7","fivedasc_per_total",0.233,0.196,0.091,0.467,0.543,0.737,"","",""
"Z_SWM","A7","boundlessMean",0.452,0.266,0.152,0.14,0.404,0.545,"","",""
"Z_SWM","A7","anxiousEgoMean",0.555,0.622,0.576,0.061,0.035,0.009,"","*","**"
"Z_SWM","A7","visionaryMean",0.055,0.049,0,0.865,0.886,1,"","",""
"Z_SWM","B30","age",0.239,0.196,0.182,0.455,0.543,0.459,"","",""
"Z_SWM","B30","LED",0.295,0.194,0.203,0.441,0.617,0.458,"","",""
"Z_SWM","B30","severity",-0.153,-0.189,-0.121,0.634,0.558,0.638,"","",""
"Z_SWM","B30","fivedasc_util_total",0.146,0.077,0.061,0.651,0.817,0.841,"","",""
"Z_SWM","B30","fivedasc_sprit_total",0.249,0.098,0.121,0.435,0.766,0.638,"","",""
"Z_SWM","B30","fivedasc_bliss_total",0.215,0.14,0.121,0.502,0.667,0.638,"","",""
"Z_SWM","B30","fivedasc_insight_total",0.107,-0.042,-0.03,0.74,0.904,0.947,"","",""
"Z_SWM","B30","fivedasc_dis_total",0.114,0.028,0.061,0.724,0.939,0.841,"","",""
"Z_SWM","B30","fivedasc_imp_total",0.218,0.259,0.212,0.496,0.417,0.381,"","",""
"Z_SWM","B30","fivedasc_anx_total",0.524,0.51,0.364,0.081,0.094,0.116,"","",""
"Z_SWM","B30","fivedasc_cimg_total",0.554,0.564,0.443,0.062,0.056,0.046,"","","*"
"Z_SWM","B30","fivedasc_eimg_total",-0.462,-0.294,-0.182,0.13,0.354,0.459,"","",""
"Z_SWM","B30","fivedasc_av_total",-0.28,-0.126,-0.121,0.378,0.7,0.638,"","",""
"Z_SWM","B30","fivedasc_per_total",-0.045,0.014,-0.03,0.889,0.974,0.947,"","",""
"Z_SWM","B30","boundlessMean",0.186,0.091,0.091,0.562,0.783,0.737,"","",""
"Z_SWM","B30","anxiousEgoMean",0.417,0.531,0.455,0.177,0.079,0.045,"","","*"
"Z_SWM","B30","visionaryMean",-0.149,-0.042,-0.061,0.644,0.904,0.841,"","",""
"Z_SWM","B7","age",0.004,-0.196,-0.121,0.991,0.543,0.638,"","",""
"Z_SWM","B7","LED",0.132,0.211,0.145,0.734,0.586,0.596,"","",""
"Z_SWM","B7","severity",-0.198,-0.301,-0.242,0.538,0.342,0.311,"","",""
"Z_SWM","B7","fivedasc_util_total",0.416,0.503,0.364,0.179,0.099,0.116,"","",""
"Z_SWM","B7","fivedasc_sprit_total",0.391,0.448,0.364,0.209,0.147,0.116,"","",""
"Z_SWM","B7","fivedasc_bliss_total",0.432,0.497,0.303,0.161,0.104,0.197,"","",""
"Z_SWM","B7","fivedasc_insight_total",0.396,0.378,0.273,0.203,0.227,0.25,"","",""
"Z_SWM","B7","fivedasc_dis_total",0.518,0.559,0.485,0.085,0.063,0.031,"","","*"
"Z_SWM","B7","fivedasc_imp_total",0.116,0.014,-0.03,0.719,0.974,0.947,"","",""
"Z_SWM","B7","fivedasc_anx_total",0.309,0.21,0.182,0.328,0.514,0.459,"","",""
"Z_SWM","B7","fivedasc_cimg_total",0.562,0.417,0.321,0.057,0.178,0.149,"","",""
"Z_SWM","B7","fivedasc_eimg_total",-0.066,-0.196,-0.121,0.837,0.543,0.638,"","",""
"Z_SWM","B7","fivedasc_av_total",0.003,0.077,0.061,0.992,0.817,0.841,"","",""
"Z_SWM","B7","fivedasc_per_total",0.468,0.517,0.333,0.125,0.089,0.153,"","",""
"Z_SWM","B7","boundlessMean",0.419,0.49,0.333,0.175,0.11,0.153,"","",""
"Z_SWM","B7","anxiousEgoMean",0.568,0.629,0.455,0.054,0.032,0.045,"","*","*"
"Z_SWM","B7","visionaryMean",0.294,0.364,0.303,0.353,0.246,0.197,"","",""
"Z_SWM","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_SWM","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","A7","age",0.529,0.66,0.492,0.077,0.02,0.027,"","*","*"
"CCFQ","A7","LED",-0.46,-0.538,-0.353,0.213,0.135,0.201,"","",""
"CCFQ","A7","severity",0.65,0.684,0.431,0.022,0.014,0.054,"*","*",""
"CCFQ","A7","fivedasc_util_total",-0.023,0.074,0.062,0.943,0.82,0.783,"","",""
"CCFQ","A7","fivedasc_sprit_total",0.052,0.175,0.123,0.872,0.585,0.582,"","",""
"CCFQ","A7","fivedasc_bliss_total",0.075,0.14,0.123,0.817,0.664,0.582,"","",""
"CCFQ","A7","fivedasc_insight_total",-0.005,0.151,0.154,0.988,0.64,0.491,"","",""
"CCFQ","A7","fivedasc_dis_total",0.037,0.084,0.062,0.91,0.795,0.783,"","",""
"CCFQ","A7","fivedasc_imp_total",-0.223,-0.218,-0.123,0.486,0.497,0.582,"","",""
"CCFQ","A7","fivedasc_anx_total",-0.215,-0.253,-0.154,0.501,0.428,0.491,"","",""
"CCFQ","A7","fivedasc_cimg_total",-0.297,-0.337,-0.233,0.348,0.283,0.3,"","",""
"CCFQ","A7","fivedasc_eimg_total",-0.343,-0.375,-0.215,0.275,0.229,0.335,"","",""
"CCFQ","A7","fivedasc_av_total",-0.416,-0.365,-0.339,0.179,0.243,0.13,"","",""
"CCFQ","A7","fivedasc_per_total",-0.257,0.154,0.154,0.42,0.632,0.491,"","",""
"CCFQ","A7","boundlessMean",0.027,0.102,0.092,0.933,0.753,0.679,"","",""
"CCFQ","A7","anxiousEgoMean",-0.161,-0.098,-0.062,0.616,0.761,0.783,"","",""
"CCFQ","A7","visionaryMean",-0.453,-0.407,-0.308,0.139,0.189,0.168,"","",""
"CCFQ","B30","age",-0.254,-0.437,-0.281,0.425,0.155,0.212,"","",""
"CCFQ","B30","LED",-0.129,-0.243,-0.239,0.741,0.529,0.392,"","",""
"CCFQ","B30","severity",0.081,0.046,0,0.803,0.887,1,"","",""
"CCFQ","B30","fivedasc_util_total",0.488,0.416,0.313,0.107,0.178,0.166,"","",""
"CCFQ","B30","fivedasc_sprit_total",0.577,0.55,0.438,0.049,0.064,0.052,"*","",""
"CCFQ","B30","fivedasc_bliss_total",0.439,0.321,0.25,0.153,0.309,0.267,"","",""
"CCFQ","B30","fivedasc_insight_total",0.43,0.402,0.281,0.163,0.195,0.212,"","",""
"CCFQ","B30","fivedasc_dis_total",0.601,0.561,0.438,0.039,0.058,0.052,"*","",""
"CCFQ","B30","fivedasc_imp_total",-0.461,-0.466,-0.344,0.132,0.127,0.127,"","",""
"CCFQ","B30","fivedasc_anx_total",-0.24,-0.3,-0.25,0.452,0.344,0.267,"","",""
"CCFQ","B30","fivedasc_cimg_total",0.013,0.2,0.142,0.969,0.534,0.532,"","",""
"CCFQ","B30","fivedasc_eimg_total",-0.147,-0.134,-0.094,0.648,0.678,0.677,"","",""
"CCFQ","B30","fivedasc_av_total",0.18,0.208,0.156,0.575,0.516,0.488,"","",""
"CCFQ","B30","fivedasc_per_total",0.375,0.367,0.219,0.23,0.241,0.332,"","",""
"CCFQ","B30","boundlessMean",0.496,0.473,0.344,0.101,0.121,0.127,"","",""
"CCFQ","B30","anxiousEgoMean",0.146,0.074,0.094,0.651,0.819,0.677,"","",""
"CCFQ","B30","visionaryMean",0.145,0.222,0.094,0.652,0.488,0.677,"","",""
"CCFQ","B7","age",-0.103,-0.116,-0.094,0.751,0.719,0.677,"","",""
"CCFQ","B7","LED",-0.262,-0.144,-0.177,0.497,0.712,0.523,"","",""
"CCFQ","B7","severity",-0.034,-0.028,0,0.917,0.931,1,"","",""
"CCFQ","B7","fivedasc_util_total",0.364,0.37,0.313,0.245,0.236,0.166,"","",""
"CCFQ","B7","fivedasc_sprit_total",0.339,0.399,0.344,0.281,0.199,0.127,"","",""
"CCFQ","B7","fivedasc_bliss_total",0.354,0.303,0.219,0.259,0.338,0.332,"","",""
"CCFQ","B7","fivedasc_insight_total",0.357,0.423,0.344,0.254,0.17,0.127,"","",""
"CCFQ","B7","fivedasc_dis_total",0.226,0.233,0.156,0.48,0.466,0.488,"","",""
"CCFQ","B7","fivedasc_imp_total",-0.76,-0.762,-0.563,0.004,0.004,0.013,"**","**","*"
"CCFQ","B7","fivedasc_anx_total",-0.407,-0.459,-0.313,0.189,0.134,0.166,"","",""
"CCFQ","B7","fivedasc_cimg_total",-0.236,-0.184,-0.11,0.461,0.568,0.627,"","",""
"CCFQ","B7","fivedasc_eimg_total",0.362,0.226,0.125,0.247,0.48,0.579,"","",""
"CCFQ","B7","fivedasc_av_total",0.459,0.374,0.281,0.133,0.231,0.212,"","",""
"CCFQ","B7","fivedasc_per_total",0.383,0.381,0.313,0.219,0.222,0.166,"","",""
"CCFQ","B7","boundlessMean",0.362,0.37,0.313,0.248,0.236,0.166,"","",""
"CCFQ","B7","anxiousEgoMean",-0.32,-0.187,-0.156,0.31,0.561,0.488,"","",""
"CCFQ","B7","visionaryMean",0.381,0.437,0.375,0.222,0.155,0.096,"","",""
"CCFQ","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCFQ","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSSRS","A7","age",-0.334,-0.411,-0.305,0.288,0.184,0.205,"","",""
"CSSRS","A7","LED",0.46,0.307,0.197,0.212,0.422,0.5,"","",""
"CSSRS","A7","severity",-0.32,-0.211,-0.162,0.31,0.51,0.502,"","",""
"CSSRS","A7","fivedasc_util_total",0.667,0.66,0.557,0.018,0.02,0.021,"*","*","*"
"CSSRS","A7","fivedasc_sprit_total",0.669,0.66,0.557,0.017,0.02,0.021,"*","*","*"
"CSSRS","A7","fivedasc_bliss_total",0.593,0.584,0.485,0.042,0.046,0.044,"*","*","*"
"CSSRS","A7","fivedasc_insight_total",0.518,0.513,0.413,0.084,0.088,0.086,"","",""
"CSSRS","A7","fivedasc_dis_total",0.42,0.524,0.413,0.174,0.08,0.086,"","",""
"CSSRS","A7","fivedasc_imp_total",-0.278,-0.351,-0.341,0.381,0.264,0.156,"","",""
"CSSRS","A7","fivedasc_anx_total",-0.166,-0.302,-0.233,0.607,0.341,0.332,"","",""
"CSSRS","A7","fivedasc_cimg_total",0.093,0.015,-0.036,0.775,0.963,0.881,"","",""
"CSSRS","A7","fivedasc_eimg_total",-0.287,-0.422,-0.341,0.366,0.172,0.156,"","",""
"CSSRS","A7","fivedasc_av_total",0.304,0.192,0.162,0.336,0.549,0.502,"","",""
"CSSRS","A7","fivedasc_per_total",0.534,0.63,0.485,0.074,0.028,0.044,"","*","*"
"CSSRS","A7","boundlessMean",0.628,0.66,0.557,0.029,0.02,0.021,"*","*","*"
"CSSRS","A7","anxiousEgoMean",0.119,0.256,0.198,0.711,0.421,0.412,"","",""
"CSSRS","A7","visionaryMean",0.214,0.268,0.198,0.505,0.4,0.412,"","",""
"CSSRS","B30","age",-0.691,-0.656,-0.545,0.013,0.021,0.022,"*","*","*"
"CSSRS","B30","LED",0.46,0.307,0.197,0.212,0.422,0.5,"","",""
"CSSRS","B30","severity",-0.256,-0.202,-0.123,0.421,0.528,0.604,"","",""
"CSSRS","B30","fivedasc_util_total",0.522,0.498,0.369,0.082,0.099,0.12,"","",""
"CSSRS","B30","fivedasc_sprit_total",0.486,0.442,0.334,0.11,0.15,0.159,"","",""
"CSSRS","B30","fivedasc_bliss_total",0.443,0.435,0.299,0.149,0.158,0.208,"","",""
"CSSRS","B30","fivedasc_insight_total",0.412,0.371,0.299,0.183,0.235,0.208,"","",""
"CSSRS","B30","fivedasc_dis_total",0.148,0.21,0.193,0.645,0.513,0.415,"","",""
"CSSRS","B30","fivedasc_imp_total",0.034,-0.052,-0.158,0.916,0.871,0.505,"","",""
"CSSRS","B30","fivedasc_anx_total",-0.106,-0.232,-0.158,0.743,0.467,0.505,"","",""
"CSSRS","B30","fivedasc_cimg_total",0.273,0.216,0.177,0.39,0.5,0.458,"","",""
"CSSRS","B30","fivedasc_eimg_total",-0.037,-0.109,-0.088,0.908,0.737,0.711,"","",""
"CSSRS","B30","fivedasc_av_total",0.509,0.48,0.404,0.091,0.115,0.089,"","",""
"CSSRS","B30","fivedasc_per_total",0.355,0.416,0.299,0.258,0.179,0.208,"","",""
"CSSRS","B30","boundlessMean",0.477,0.498,0.369,0.117,0.099,0.12,"","",""
"CSSRS","B30","anxiousEgoMean",0.07,0.09,0.053,0.829,0.781,0.824,"","",""
"CSSRS","B30","visionaryMean",0.367,0.378,0.299,0.241,0.225,0.208,"","",""
"CSSRS","B7","age",-0.347,-0.433,-0.334,0.27,0.159,0.164,"","",""
"CSSRS","B7","LED",0.418,0.294,0.194,0.263,0.443,0.506,"","",""
"CSSRS","B7","severity",-0.467,-0.444,-0.334,0.126,0.148,0.164,"","",""
"CSSRS","B7","fivedasc_util_total",0.531,0.478,0.404,0.075,0.116,0.092,"","",""
"CSSRS","B7","fivedasc_sprit_total",0.505,0.444,0.369,0.094,0.148,0.124,"","",""
"CSSRS","B7","fivedasc_bliss_total",0.465,0.422,0.334,0.127,0.172,0.164,"","",""
"CSSRS","B7","fivedasc_insight_total",0.319,0.311,0.264,0.313,0.325,0.272,"","",""
"CSSRS","B7","fivedasc_dis_total",0.314,0.355,0.264,0.32,0.257,0.272,"","",""
"CSSRS","B7","fivedasc_imp_total",-0.197,-0.211,-0.229,0.54,0.51,0.341,"","",""
"CSSRS","B7","fivedasc_anx_total",-0.094,-0.144,-0.123,0.772,0.654,0.608,"","",""
"CSSRS","B7","fivedasc_cimg_total",0.178,0.145,0.071,0.579,0.654,0.769,"","",""
"CSSRS","B7","fivedasc_eimg_total",-0.414,-0.478,-0.369,0.181,0.116,0.124,"","",""
"CSSRS","B7","fivedasc_av_total",0.209,0.156,0.123,0.515,0.629,0.608,"","",""
"CSSRS","B7","fivedasc_per_total",0.488,0.478,0.369,0.107,0.116,0.124,"","",""
"CSSRS","B7","boundlessMean",0.468,0.478,0.404,0.125,0.116,0.092,"","",""
"CSSRS","B7","anxiousEgoMean",0.108,0.267,0.193,0.738,0.402,0.42,"","",""
"CSSRS","B7","visionaryMean",0.136,0.244,0.193,0.672,0.444,0.42,"","",""
"CSSRS","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSSRS","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSSRS","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSSRS","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSSRS","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSSRS","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSSRS","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSSRS","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSSRS","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSSRS","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSSRS","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
