"measure","tp","est","SE","df","t.value","p.value","sig"
"RTISMDRT","tp(A7):fivedasc_util_total",0.06,0.35,29,0.17,"0.870",""
"RTISMDRT","tp(B7):fivedasc_util_total",0.18,0.35,29,0.5,"0.618",""
"RTISMDRT","tp(B30):fivedasc_util_total",-0.23,0.35,29,-0.64,"0.529",""
"RTISMDRT","(Intercept)",261.17,40.74,13,6.41,"<0.001","***"
"RTISMDRT","tp(A7)",-2.9,23.54,29,-0.12,"0.903",""
"RTISMDRT","tp(B7)",-18.15,23.53,29,-0.77,"0.447",""
"RTISMDRT","tp(B30)",9.47,23.53,29,0.4,"0.690",""
"RTISMDRT","fivedasc_sprit_total",1.26,0.58,13,2.18,"0.049","*"
"RTISMDRT","tp(A7):fivedasc_sprit_total",0.02,0.34,29,0.05,"0.963",""
"RTISMDRT","tp(B7):fivedasc_sprit_total",0.2,0.33,29,0.6,"0.556",""
"RTISMDRT","tp(B30):fivedasc_sprit_total",-0.31,0.33,29,-0.92,"0.367",""
"RTISMDRT","(Intercept)",282.88,37,12.6,7.65,"<0.001","***"
"RTISMDRT","tp(A7)",-1.03,20.35,29,-0.05,"0.960",""
"RTISMDRT","tp(B7)",-10.95,20.28,29,-0.54,"0.593",""
"RTISMDRT","tp(B30)",7.77,20.28,29,0.38,"0.704",""
"RTISMDRT","fivedasc_bliss_total",1.03,0.57,12.6,1.82,"0.092",""
"RTISMDRT","tp(A7):fivedasc_bliss_total",-0.02,0.31,29,-0.06,"0.955",""
"RTISMDRT","tp(B7):fivedasc_bliss_total",0.1,0.31,29,0.31,"0.757",""
"RTISMDRT","tp(B30):fivedasc_bliss_total",-0.31,0.31,29,-1.01,"0.321",""
"RTISMDRT","(Intercept)",241.98,40.79,13.4,5.93,"<0.001","***"
"RTISMDRT","tp(A7)",4.44,25.05,29,0.18,"0.861",""
"RTISMDRT","tp(B7)",0.89,25.04,29,0.04,"0.972",""
"RTISMDRT","tp(B30)",13.55,25.04,29,0.54,"0.593",""
"RTISMDRT","fivedasc_insight_total",1.58,0.59,13.4,2.67,"0.019","*"
"RTISMDRT","tp(A7):fivedasc_insight_total",-0.1,0.37,29,-0.28,"0.781",""
"RTISMDRT","tp(B7):fivedasc_insight_total",-0.1,0.36,29,-0.27,"0.785",""
"RTISMDRT","tp(B30):fivedasc_insight_total",-0.38,0.36,29,-1.03,"0.311",""
"RTISMDRT","(Intercept)",262.5,34.36,13.5,7.64,"<0.001","***"
"RTISMDRT","tp(A7)",-1.66,21.29,29,-0.08,"0.938",""
"RTISMDRT","tp(B7)",-24.44,21.27,29,-1.15,"0.260",""
"RTISMDRT","tp(B30)",2.66,21.27,29,0.12,"0.901",""
"RTISMDRT","fivedasc_dis_total",1.69,0.65,13.5,2.6,"0.022","*"
"RTISMDRT","tp(A7):fivedasc_dis_total",-0.01,0.41,29.1,-0.02,"0.985",""
"RTISMDRT","tp(B7):fivedasc_dis_total",0.41,0.4,29,1.01,"0.322",""
"RTISMDRT","tp(B30):fivedasc_dis_total",-0.27,0.4,29,-0.67,"0.505",""
"RTISMDRT","(Intercept)",353.64,39.27,12,9,"<0.001","***"
"RTISMDRT","tp(A7)",-15.2,18.98,29,-0.8,"0.430",""
"RTISMDRT","tp(B7)",1.63,18.98,29,0.09,"0.932",""
"RTISMDRT","tp(B30)",-17.34,18.98,29,-0.91,"0.368",""
"RTISMDRT","fivedasc_imp_total",-0.58,1.62,12,-0.36,"0.727",""
"RTISMDRT","tp(A7):fivedasc_imp_total",0.66,0.79,29,0.83,"0.411",""
"RTISMDRT","tp(B7):fivedasc_imp_total",-0.34,0.78,29,-0.44,"0.666",""
"RTISMDRT","tp(B30):fivedasc_imp_total",0.35,0.78,29,0.45,"0.657",""
"RTISMDRT","(Intercept)",365.16,32.84,12.2,11.12,"<0.001","***"
"RTISMDRT","tp(A7)",-2.29,16.79,29,-0.14,"0.893",""
"RTISMDRT","tp(B7)",-6.34,16.78,29,-0.38,"0.708",""
"RTISMDRT","tp(B30)",-16.28,16.78,29,-0.97,"0.340",""
"RTISMDRT","fivedasc_anx_total",-1.12,1.25,12.2,-0.9,"0.385",""
"RTISMDRT","tp(A7):fivedasc_anx_total",0,0.65,29,0,"0.998",""
"RTISMDRT","tp(B7):fivedasc_anx_total",0.04,0.64,29,0.07,"0.945",""
"RTISMDRT","tp(B30):fivedasc_anx_total",0.3,0.64,29,0.47,"0.645",""
"RTISMDRT","(Intercept)",358.41,69.16,12.1,5.18,"<0.001","***"
"RTISMDRT","tp(A7)",3.76,34.53,29,0.11,"0.914",""
"RTISMDRT","tp(B7)",4.28,34.34,29,0.12,"0.902",""
"RTISMDRT","tp(B30)",-15.17,34.34,29,-0.44,"0.662",""
"RTISMDRT","fivedasc_cimg_total",-0.29,1.15,12.1,-0.25,"0.804",""
"RTISMDRT","tp(A7):fivedasc_cimg_total",-0.1,0.58,29,-0.18,"0.861",""
"RTISMDRT","tp(B7):fivedasc_cimg_total",-0.17,0.57,29,-0.3,"0.770",""
"RTISMDRT","tp(B30):fivedasc_cimg_total",0.09,0.57,29,0.16,"0.878",""
"RTISMDRT","(Intercept)",317.92,57.45,11.7,5.53,"<0.001","***"
"RTISMDRT","tp(A7)",28.11,35.34,29.3,0.8,"0.433",""
"RTISMDRT","tp(B7)",57.71,25.91,29,2.23,"0.034","*"
"RTISMDRT","tp(B30)",25.86,25.91,29,1,"0.326",""
"RTISMDRT","fivedasc_eimg_total",0.34,0.78,11.7,0.44,"0.666",""
"RTISMDRT","tp(A7):fivedasc_eimg_total",-0.44,0.46,29.2,-0.95,"0.350",""
"RTISMDRT","tp(B7):fivedasc_eimg_total",-0.92,0.35,29,-2.61,"0.014","*"
"RTISMDRT","tp(B30):fivedasc_eimg_total",-0.52,0.35,29,-1.48,"0.148",""
"RTISMDRT","(Intercept)",340.71,57.91,12,5.88,"<0.001","***"
"RTISMDRT","tp(A7)",-3.55,32.83,29.2,-0.11,"0.915",""
"RTISMDRT","tp(B7)",16.47,28.42,29,0.58,"0.567",""
"RTISMDRT","tp(B30)",-2.26,28.42,29,-0.08,"0.937",""
"RTISMDRT","fivedasc_av_total",0.02,0.87,12,0.02,"0.986",""
"RTISMDRT","tp(A7):fivedasc_av_total",0.01,0.48,29.1,0.03,"0.976",""
"RTISMDRT","tp(B7):fivedasc_av_total",-0.35,0.43,29,-0.82,"0.417",""
"RTISMDRT","tp(B30):fivedasc_av_total",-0.13,0.43,29,-0.29,"0.770",""
"RTISMDRT","(Intercept)",304.02,40.07,12.4,7.59,"<0.001","***"
"RTISMDRT","tp(A7)",-6.52,21.3,29,-0.31,"0.762",""
"RTISMDRT","tp(B7)",-22.94,21.16,29,-1.08,"0.287",""
"RTISMDRT","tp(B30)",-19.98,21.16,29,-0.94,"0.353",""
"RTISMDRT","fivedasc_per_total",0.84,0.79,12.4,1.07,"0.305",""
"RTISMDRT","tp(A7):fivedasc_per_total",0.1,0.41,29,0.24,"0.812",""
"RTISMDRT","tp(B7):fivedasc_per_total",0.39,0.41,29,0.94,"0.354",""
"RTISMDRT","tp(B30):fivedasc_per_total",0.22,0.41,29,0.53,"0.599",""
"SWMBE12","(Intercept)",33.29,7.18,27.4,4.64,"<0.001","***"
"SWMBE12","tp(A7)",-4.85,7.92,30,-0.61,"0.545",""
"SWMBE12","tp(B7)",-8.98,7.92,30,-1.13,"0.266",""
"SWMBE12","tp(B30)",-2.3,7.92,30,-0.29,"0.773",""
"SWMBE12","fivedasc_util_total",0.02,0.11,27.4,0.14,"0.892",""
"SWMBE12","tp(A7):fivedasc_util_total",0.02,0.13,30,0.12,"0.906",""
"SWMBE12","tp(B7):fivedasc_util_total",0.08,0.13,30,0.66,"0.516",""
"SWMBE12","tp(B30):fivedasc_util_total",-0.01,0.13,30,-0.06,"0.950",""
"SWMBE12","(Intercept)",32.63,7.71,27.5,4.23,"<0.001","***"
"SWMBE12","tp(A7)",-4.57,8.53,30,-0.54,"0.596",""
"SWMBE12","tp(B7)",-8.85,8.53,30,-1.04,"0.308",""
"SWMBE12","tp(B30)",-2.17,8.53,30,-0.25,"0.801",""
"SWMBE12","fivedasc_sprit_total",0.02,0.11,27.5,0.22,"0.827",""
"SWMBE12","tp(A7):fivedasc_sprit_total",0.01,0.12,30,0.07,"0.941",""
"SWMBE12","tp(B7):fivedasc_sprit_total",0.07,0.12,30,0.58,"0.564",""
"SWMBE12","tp(B30):fivedasc_sprit_total",-0.01,0.12,30,-0.08,"0.940",""
"SWMBE12","(Intercept)",32.72,6.53,28.1,5.01,"<0.001","***"
"SWMBE12","tp(A7)",-5.22,7.29,30,-0.72,"0.479",""
"SWMBE12","tp(B7)",-9.19,7.29,30,-1.26,"0.217",""
"SWMBE12","tp(B30)",-4.51,7.29,30,-0.62,"0.541",""
"SWMBE12","fivedasc_bliss_total",0.03,0.1,28.1,0.25,"0.802",""
"SWMBE12","tp(A7):fivedasc_bliss_total",0.02,0.11,30,0.19,"0.849",""
"SWMBE12","tp(B7):fivedasc_bliss_total",0.09,0.11,30,0.76,"0.451",""
"SWMBE12","tp(B30):fivedasc_bliss_total",0.03,0.11,30,0.28,"0.783",""
"SWMBE12","(Intercept)",33.11,7.98,27.2,4.15,"<0.001","***"
"SWMBE12","tp(A7)",-5.2,8.76,30,-0.59,"0.558",""
"SWMBE12","tp(B7)",-12.29,8.76,30,-1.4,"0.171",""
"SWMBE12","tp(B30)",-1.81,8.76,30,-0.21,"0.837",""
"SWMBE12","fivedasc_insight_total",0.02,0.12,27.2,0.15,"0.886",""
"SWMBE12","tp(A7):fivedasc_insight_total",0.02,0.13,30,0.15,"0.883",""
"SWMBE12","tp(B7):fivedasc_insight_total",0.13,0.13,30,0.99,"0.329",""
"SWMBE12","tp(B30):fivedasc_insight_total",-0.01,0.13,30,-0.12,"0.908",""
"SWMBE12","(Intercept)",35.71,6.76,24.7,5.29,"<0.001","***"
"SWMBE12","tp(A7)",-6.84,7.06,30,-0.97,"0.340",""
"SWMBE12","tp(B7)",-17.6,7.06,30,-2.49,"0.018","*"
"SWMBE12","tp(B30)",-0.82,7.06,30,-0.12,"0.908",""
"SWMBE12","fivedasc_dis_total",-0.03,0.13,24.7,-0.26,"0.798",""
"SWMBE12","tp(A7):fivedasc_dis_total",0.06,0.13,30,0.45,"0.653",""
"SWMBE12","tp(B7):fivedasc_dis_total",0.28,0.13,30,2.12,"0.043","*"
"SWMBE12","tp(B30):fivedasc_dis_total",-0.04,0.13,30,-0.31,"0.761",""
"SWMBE12","(Intercept)",36.69,6.14,26.6,5.97,"<0.001","***"
"SWMBE12","tp(A7)",-11.63,6.68,30,-1.74,"0.092",""
"SWMBE12","tp(B7)",-7.1,6.68,30,-1.06,"0.296",""
"SWMBE12","tp(B30)",-5.69,6.68,30,-0.85,"0.401",""
"SWMBE12","fivedasc_imp_total",-0.12,0.25,26.6,-0.48,"0.634",""
"SWMBE12","tp(A7):fivedasc_imp_total",0.37,0.27,30,1.34,"0.190",""
"SWMBE12","tp(B7):fivedasc_imp_total",0.13,0.27,30,0.49,"0.630",""
"SWMBE12","tp(B30):fivedasc_imp_total",0.14,0.27,30,0.52,"0.609",""
"SWMBE12","(Intercept)",36.57,5.33,27,6.86,"<0.001","***"
"SWMBE12","tp(A7)",-8.32,5.84,30,-1.43,"0.164",""
"SWMBE12","tp(B7)",-6.66,5.84,30,-1.14,"0.263",""
"SWMBE12","tp(B30)",-3.81,5.84,30,-0.65,"0.519",""
"SWMBE12","fivedasc_anx_total",-0.11,0.2,27,-0.57,"0.574",""
"SWMBE12","tp(A7):fivedasc_anx_total",0.21,0.22,30,0.93,"0.358",""
"SWMBE12","tp(B7):fivedasc_anx_total",0.11,0.22,30,0.5,"0.619",""
"SWMBE12","tp(B30):fivedasc_anx_total",0.05,0.22,30,0.23,"0.821",""
"SWMBE12","(Intercept)",43.02,10.82,26.4,3.98,"<0.001","***"
"SWMBE12","tp(A7)",-19.84,11.72,30,-1.69,"0.101",""
"SWMBE12","tp(B7)",-13.35,11.72,30,-1.14,"0.263",""
"SWMBE12","tp(B30)",-13.72,11.72,30,-1.17,"0.251",""
"SWMBE12","fivedasc_cimg_total",-0.15,0.18,26.4,-0.86,"0.399",""
"SWMBE12","tp(A7):fivedasc_cimg_total",0.28,0.2,30,1.42,"0.167",""
"SWMBE12","tp(B7):fivedasc_cimg_total",0.16,0.2,30,0.81,"0.426",""
"SWMBE12","tp(B30):fivedasc_cimg_total",0.19,0.2,30,0.98,"0.335",""
"SWMBE12","(Intercept)",36.87,9.08,27.8,4.06,"<0.001","***"
"SWMBE12","tp(A7)",-0.99,10.09,30,-0.1,"0.922",""
"SWMBE12","tp(B7)",-5.42,10.09,30,-0.54,"0.595",""
"SWMBE12","tp(B30)",-1.08,10.09,30,-0.11,"0.916",""
"SWMBE12","fivedasc_eimg_total",-0.04,0.12,27.8,-0.32,"0.752",""
"SWMBE12","tp(A7):fivedasc_eimg_total",-0.04,0.14,30,-0.32,"0.752",""
"SWMBE12","tp(B7):fivedasc_eimg_total",0.02,0.14,30,0.12,"0.909",""
"SWMBE12","tp(B30):fivedasc_eimg_total",-0.02,0.14,30,-0.18,"0.860",""
"SWMBE12","(Intercept)",36.96,8.69,29.5,4.25,"<0.001","***"
"SWMBE12","tp(A7)",1.22,9.96,30,0.12,"0.903",""
"SWMBE12","tp(B7)",2.34,9.96,30,0.23,"0.816",""
"SWMBE12","tp(B30)",6.49,9.96,30,0.65,"0.520",""
"SWMBE12","fivedasc_av_total",-0.04,0.13,29.5,-0.34,"0.733",""
"SWMBE12","tp(A7):fivedasc_av_total",-0.08,0.15,30,-0.56,"0.579",""
"SWMBE12","tp(B7):fivedasc_av_total",-0.11,0.15,30,-0.72,"0.479",""
"SWMBE12","tp(B30):fivedasc_av_total",-0.15,0.15,30,-0.99,"0.329",""
"SWMBE12","(Intercept)",34.97,6.7,26.2,5.22,"<0.001","***"
"SWMBE12","tp(A7)",-1.85,7.23,30,-0.26,"0.800",""
"SWMBE12","tp(B7)",-9.73,7.23,30,-1.35,"0.189",""
"SWMBE12","tp(B30)",2.15,7.23,30,0.3,"0.769",""
"SWMBE12","fivedasc_per_total",-0.02,0.13,26.2,-0.14,"0.893",""
"SWMBE12","tp(A7):fivedasc_per_total",-0.05,0.14,30,-0.34,"0.737",""
"SWMBE12","tp(B7):fivedasc_per_total",0.12,0.14,30,0.85,"0.403",""
"SWMBE12","tp(B30):fivedasc_per_total",-0.11,0.14,30,-0.77,"0.447",""
"SWMBE4","(Intercept)",2.4,0.71,27.9,3.38,"0.002","**"
"SWMBE4","tp(A7)",-1.86,0.79,30,-2.36,"0.025","*"
"SWMBE4","tp(B7)",-2.28,0.79,30,-2.89,"0.007","**"
"SWMBE4","tp(B30)",-2.31,0.79,30,-2.94,"0.006","**"
"SWMBE4","fivedasc_util_total",-0.01,0.01,27.9,-0.89,"0.381",""
"SWMBE4","tp(A7):fivedasc_util_total",0.01,0.01,30,1.1,"0.279",""
"SWMBE4","tp(B7):fivedasc_util_total",0.01,0.01,30,0.87,"0.389",""
"SWMBE4","tp(B30):fivedasc_util_total",0.01,0.01,30,1.16,"0.257",""
"SWMBE4","(Intercept)",2.45,0.76,28.1,3.21,"0.003","**"
"SWMBE4","tp(A7)",-1.73,0.85,30,-2.03,"0.052",""
"SWMBE4","tp(B7)",-2.27,0.85,30,-2.66,"0.012","*"
"SWMBE4","tp(B30)",-2.31,0.85,30,-2.71,"0.011","*"
"SWMBE4","fivedasc_sprit_total",-0.01,0.01,28.1,-0.89,"0.383",""
"SWMBE4","tp(A7):fivedasc_sprit_total",0.01,0.01,30,0.83,"0.411",""
"SWMBE4","tp(B7):fivedasc_sprit_total",0.01,0.01,30,0.78,"0.444",""
"SWMBE4","tp(B30):fivedasc_sprit_total",0.01,0.01,30,1.05,"0.302",""
"SWMBE4","(Intercept)",2.28,0.65,27.9,3.49,"0.002","**"
"SWMBE4","tp(A7)",-1.88,0.73,30,-2.59,"0.015","*"
"SWMBE4","tp(B7)",-2.09,0.73,30,-2.88,"0.007","**"
"SWMBE4","tp(B30)",-2.06,0.73,30,-2.84,"0.008","**"
"SWMBE4","fivedasc_bliss_total",-0.01,0.01,27.9,-0.78,"0.444",""
"SWMBE4","tp(A7):fivedasc_bliss_total",0.01,0.01,30,1.26,"0.219",""
"SWMBE4","tp(B7):fivedasc_bliss_total",0.01,0.01,30,0.67,"0.505",""
"SWMBE4","tp(B30):fivedasc_bliss_total",0.01,0.01,30,0.88,"0.385",""
"SWMBE4","(Intercept)",2.07,0.8,28.6,2.57,"0.016","*"
"SWMBE4","tp(A7)",-1.31,0.91,30,-1.45,"0.158",""
"SWMBE4","tp(B7)",-1.87,0.91,30,-2.06,"0.048","*"
"SWMBE4","tp(B30)",-1.92,0.91,30,-2.12,"0.043","*"
"SWMBE4","fivedasc_insight_total",0,0.01,28.6,-0.32,"0.755",""
"SWMBE4","tp(A7):fivedasc_insight_total",0,0.01,30,0.27,"0.786",""
"SWMBE4","tp(B7):fivedasc_insight_total",0,0.01,30,0.24,"0.810",""
"SWMBE4","tp(B30):fivedasc_insight_total",0.01,0.01,30,0.5,"0.620",""
"SWMBE4","(Intercept)",2.34,0.69,27.9,3.38,"0.002","**"
"SWMBE4","tp(A7)",-1.26,0.77,30,-1.64,"0.112",""
"SWMBE4","tp(B7)",-2.25,0.77,30,-2.91,"0.007","**"
"SWMBE4","tp(B30)",-2.33,0.77,30,-3.02,"0.005","**"
"SWMBE4","fivedasc_dis_total",-0.01,0.01,27.9,-0.83,"0.415",""
"SWMBE4","tp(A7):fivedasc_dis_total",0,0.01,30,0.26,"0.796",""
"SWMBE4","tp(B7):fivedasc_dis_total",0.01,0.01,30,0.85,"0.405",""
"SWMBE4","tp(B30):fivedasc_dis_total",0.02,0.01,30,1.21,"0.236",""
"SWMBE4","(Intercept)",2.04,0.6,28,3.41,"0.002","**"
"SWMBE4","tp(A7)",-1.36,0.67,30,-2.04,"0.050",""
"SWMBE4","tp(B7)",-2.39,0.67,30,-3.58,"0.001","**"
"SWMBE4","tp(B30)",-2.33,0.67,30,-3.49,"0.002","**"
"SWMBE4","fivedasc_imp_total",-0.01,0.02,28,-0.4,"0.694",""
"SWMBE4","tp(A7):fivedasc_imp_total",0.01,0.03,30,0.49,"0.630",""
"SWMBE4","tp(B7):fivedasc_imp_total",0.03,0.03,30,1.27,"0.214",""
"SWMBE4","tp(B30):fivedasc_imp_total",0.04,0.03,30,1.46,"0.155",""
"SWMBE4","(Intercept)",1.96,0.52,28.2,3.75,"<0.001","***"
"SWMBE4","tp(A7)",-1.2,0.59,30,-2.05,"0.049","*"
"SWMBE4","tp(B7)",-2.09,0.59,30,-3.57,"0.001","**"
"SWMBE4","tp(B30)",-1.94,0.59,30,-3.3,"0.002","**"
"SWMBE4","fivedasc_anx_total",-0.01,0.02,28.2,-0.32,"0.754",""
"SWMBE4","tp(A7):fivedasc_anx_total",0.01,0.02,30,0.26,"0.796",""
"SWMBE4","tp(B7):fivedasc_anx_total",0.02,0.02,30,0.92,"0.366",""
"SWMBE4","tp(B30):fivedasc_anx_total",0.02,0.02,30,0.94,"0.355",""
"SWMBE4","(Intercept)",4.4,0.99,27,4.43,"<0.001","***"
"SWMBE4","tp(A7)",-3.78,1.09,30,-3.47,"0.002","**"
"SWMBE4","tp(B7)",-4.06,1.09,30,-3.73,"<0.001","***"
"SWMBE4","tp(B30)",-3.46,1.09,30,-3.18,"0.003","**"
"SWMBE4","fivedasc_cimg_total",-0.04,0.02,27,-2.71,"0.012","*"
"SWMBE4","tp(A7):fivedasc_cimg_total",0.05,0.02,30,2.59,"0.015","*"
"SWMBE4","tp(B7):fivedasc_cimg_total",0.04,0.02,30,2.3,"0.028","*"
"SWMBE4","tp(B30):fivedasc_cimg_total",0.03,0.02,30,1.88,"0.069",""
"SWMBE4","(Intercept)",1.45,0.9,28.1,1.62,"0.117",""
"SWMBE4","tp(A7)",-0.74,1,30,-0.74,"0.465",""
"SWMBE4","tp(B7)",-0.87,1,30,-0.87,"0.393",""
"SWMBE4","tp(B30)",-0.53,1,30,-0.53,"0.603",""
"SWMBE4","fivedasc_eimg_total",0.01,0.01,28.1,0.45,"0.653",""
"SWMBE4","tp(A7):fivedasc_eimg_total",0,0.01,30,-0.36,"0.719",""
"SWMBE4","tp(B7):fivedasc_eimg_total",-0.01,0.01,30,-0.85,"0.401",""
"SWMBE4","tp(B30):fivedasc_eimg_total",-0.01,0.01,30,-1.04,"0.308",""
"SWMBE4","(Intercept)",3,0.88,28.9,3.39,"0.002","**"
"SWMBE4","tp(A7)",-2.07,1,30,-2.07,"0.048","*"
"SWMBE4","tp(B7)",-2.58,1,30,-2.58,"0.015","*"
"SWMBE4","tp(B30)",-2.33,1,30,-2.32,"0.027","*"
"SWMBE4","fivedasc_av_total",-0.02,0.01,28.9,-1.41,"0.170",""
"SWMBE4","tp(A7):fivedasc_av_total",0.02,0.02,30,1.05,"0.300",""
"SWMBE4","tp(B7):fivedasc_av_total",0.01,0.02,30,0.98,"0.335",""
"SWMBE4","tp(B30):fivedasc_av_total",0.01,0.02,30,0.88,"0.384",""
"SWMBE4","(Intercept)",2.89,0.65,27.8,4.45,"<0.001","***"
"SWMBE4","tp(A7)",-1.94,0.72,30,-2.69,"0.012","*"
"SWMBE4","tp(B7)",-2.69,0.72,30,-3.73,"<0.001","***"
"SWMBE4","tp(B30)",-2.57,0.72,30,-3.56,"0.001","**"
"SWMBE4","fivedasc_per_total",-0.02,0.01,27.8,-1.86,"0.074",""
"SWMBE4","tp(A7):fivedasc_per_total",0.02,0.01,30,1.35,"0.186",""
"SWMBE4","tp(B7):fivedasc_per_total",0.02,0.01,30,1.62,"0.116",""
"SWMBE4","tp(B30):fivedasc_per_total",0.02,0.01,30,1.68,"0.103",""
"SWMBE468","(Intercept)",20.76,5.5,17.1,3.77,"0.002","**"
"SWMBE468","tp(A7)",-11.27,4.49,30,-2.51,"0.018","*"
"SWMBE468","tp(B7)",-12.77,4.49,30,-2.85,"0.008","**"
"SWMBE468","tp(B30)",-2.02,4.49,30,-0.45,"0.655",""
"SWMBE468","fivedasc_util_total",-0.06,0.09,17.1,-0.73,"0.475",""
"SWMBE468","tp(A7):fivedasc_util_total",0.1,0.07,30,1.44,"0.160",""
"SWMBE468","tp(B7):fivedasc_util_total",0.1,0.07,30,1.38,"0.178",""
"SWMBE468","tp(B30):fivedasc_util_total",-0.04,0.07,30,-0.49,"0.625",""
"SWMBE468","(Intercept)",22.92,5.87,17.1,3.9,"0.001","**"
"SWMBE468","tp(A7)",-14.06,4.78,30,-2.94,"0.006","**"
"SWMBE468","tp(B7)",-13.47,4.78,30,-2.82,"0.008","**"
"SWMBE468","tp(B30)",-3.63,4.78,30,-0.76,"0.453",""
"SWMBE468","fivedasc_sprit_total",-0.09,0.08,17.1,-1.08,"0.296",""
"SWMBE468","tp(A7):fivedasc_sprit_total",0.13,0.07,30,1.97,"0.058",""
"SWMBE468","tp(B7):fivedasc_sprit_total",0.1,0.07,30,1.43,"0.162",""
"SWMBE468","tp(B30):fivedasc_sprit_total",-0.01,0.07,30,-0.08,"0.933",""
"SWMBE468","(Intercept)",20.02,5.06,16.9,3.95,"0.001","**"
"SWMBE468","tp(A7)",-11.54,4.08,30,-2.83,"0.008","**"
"SWMBE468","tp(B7)",-12.83,4.08,30,-3.15,"0.004","**"
"SWMBE468","tp(B30)",-2.8,4.08,30,-0.69,"0.497",""
"SWMBE468","fivedasc_bliss_total",-0.05,0.08,16.9,-0.65,"0.527",""
"SWMBE468","tp(A7):fivedasc_bliss_total",0.11,0.06,30,1.7,"0.099",""
"SWMBE468","tp(B7):fivedasc_bliss_total",0.1,0.06,30,1.57,"0.127",""
"SWMBE468","tp(B30):fivedasc_bliss_total",-0.02,0.06,30,-0.34,"0.739",""
"SWMBE468","(Intercept)",20.62,6.21,17.3,3.32,"0.004","**"
"SWMBE468","tp(A7)",-12.6,5.1,30,-2.47,"0.019","*"
"SWMBE468","tp(B7)",-12.18,5.1,30,-2.39,"0.023","*"
"SWMBE468","tp(B30)",-2.07,5.1,30,-0.41,"0.688",""
"SWMBE468","fivedasc_insight_total",-0.05,0.09,17.3,-0.61,"0.551",""
"SWMBE468","tp(A7):fivedasc_insight_total",0.11,0.07,30,1.52,"0.139",""
"SWMBE468","tp(B7):fivedasc_insight_total",0.08,0.07,30,1.06,"0.300",""
"SWMBE468","tp(B30):fivedasc_insight_total",-0.03,0.07,30,-0.41,"0.682",""
"SWMBE468","(Intercept)",20.31,5.38,16.9,3.77,"0.002","**"
"SWMBE468","tp(A7)",-11.66,4.33,30,-2.7,"0.011","*"
"SWMBE468","tp(B7)",-12.52,4.33,30,-2.89,"0.007","**"
"SWMBE468","tp(B30)",-1.64,4.33,30,-0.38,"0.707",""
"SWMBE468","fivedasc_dis_total",-0.07,0.1,16.9,-0.66,"0.520",""
"SWMBE468","tp(A7):fivedasc_dis_total",0.13,0.08,30,1.6,"0.119",""
"SWMBE468","tp(B7):fivedasc_dis_total",0.11,0.08,30,1.37,"0.181",""
"SWMBE468","tp(B30):fivedasc_dis_total",-0.05,0.08,30,-0.61,"0.544",""
"SWMBE468","(Intercept)",13.66,4.67,19.3,2.93,"0.009","**"
"SWMBE468","tp(A7)",-5.09,4.19,30,-1.22,"0.233",""
"SWMBE468","tp(B7)",-6.59,4.19,30,-1.58,"0.126",""
"SWMBE468","tp(B30)",-5.28,4.19,30,-1.26,"0.217",""
"SWMBE468","fivedasc_imp_total",0.17,0.19,19.3,0.88,"0.388",""
"SWMBE468","tp(A7):fivedasc_imp_total",-0.02,0.17,30,-0.11,"0.910",""
"SWMBE468","tp(B7):fivedasc_imp_total",-0.03,0.17,30,-0.18,"0.855",""
"SWMBE468","tp(B30):fivedasc_imp_total",0.06,0.17,30,0.36,"0.722",""
"SWMBE468","(Intercept)",20.56,4.12,17.4,5,"<0.001","***"
"SWMBE468","tp(A7)",-9.67,3.41,30,-2.84,"0.008","**"
"SWMBE468","tp(B7)",-10.87,3.41,30,-3.19,"0.003","**"
"SWMBE468","tp(B30)",-8.96,3.41,30,-2.63,"0.013","*"
"SWMBE468","fivedasc_anx_total",-0.16,0.16,17.4,-1.04,"0.313",""
"SWMBE468","tp(A7):fivedasc_anx_total",0.2,0.13,30,1.54,"0.134",""
"SWMBE468","tp(B7):fivedasc_anx_total",0.17,0.13,30,1.34,"0.191",""
"SWMBE468","tp(B30):fivedasc_anx_total",0.24,0.13,30,1.83,"0.077",""
"SWMBE468","(Intercept)",32.56,8.05,17.6,4.05,"<0.001","***"
"SWMBE468","tp(A7)",-16.52,6.72,30,-2.46,"0.020","*"
"SWMBE468","tp(B7)",-23.24,6.72,30,-3.46,"0.002","**"
"SWMBE468","tp(B30)",-12.24,6.72,30,-1.82,"0.079",""
"SWMBE468","fivedasc_cimg_total",-0.27,0.13,17.6,-2,"0.061",""
"SWMBE468","tp(A7):fivedasc_cimg_total",0.19,0.11,30,1.72,"0.096",""
"SWMBE468","tp(B7):fivedasc_cimg_total",0.28,0.11,30,2.49,"0.018","*"
"SWMBE468","tp(B30):fivedasc_cimg_total",0.14,0.11,30,1.28,"0.209",""
"SWMBE468","(Intercept)",17.85,6.87,18.6,2.6,"0.018","*"
"SWMBE468","tp(A7)",2.18,5.98,30,0.36,"0.718",""
"SWMBE468","tp(B7)",-3.57,5.98,30,-0.6,"0.555",""
"SWMBE468","tp(B30)",2.32,5.98,30,0.39,"0.701",""
"SWMBE468","fivedasc_eimg_total",-0.01,0.09,18.6,-0.11,"0.916",""
"SWMBE468","tp(A7):fivedasc_eimg_total",-0.11,0.08,30,-1.37,"0.180",""
